unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
f e l i p e	p h i l i p	p h i l i p	p h i l i p	p h i l i p	p h e l i p h	p h i l i p	p h i l i p
t r i f e n a	t r y p h e n	t r y p h e n n a	t r y p h e n n a	t r y p h e n n a	t r i s h e n a	t r y p h e n n a	t r y p h e n n a
b e l e n		b e l e m	b e l e n	b e l e m	b e l l a	b e l e n	b e l e m
m a r i a		m a r i a	m a r i a	m a r i a	m a r i a	m a r i a	m a r i a
g a b a t a	g a b a t h a	g a b a t h a	g a b a t h a	g a b a t h a	g a b a t	g a b a t h a	g a b a t h a
i s a i a s		i s a i a s	i s a i a s	i s a i a s	i s a i a s	i s a i a s	i s a i a s
i s a i		i s a i	i s a i	i s a i	i s a i a	i s a i	i s a i
c u a r t o	c h u a r t u s	c h a r t u s	c h a r t u s	c h a r t u s	c h a r t u s	c h a r t u s	c h a r t u s
c l e o f a s	c l e o p a s	c l e o p a s	c l e o p a s	c l e o p a s	c l e l o p h a s	c l e o p a s	c l e o p a s
n a z a r e t	n a z a r e t	n a z a r e t	n a z a r e t	n a z a r e t	n a z r e l	n a z a r e t	n a z a r e t
i s a b e l	i s a b e l	i s a b e l	i s a b e l	i s a b e l	i s a b e l	i s a b e l	i s a b e l
r a h a b	r a h a b	r a h a b	r a h a b	r a h a b	r a r b a b	r a h a b	r a h a b
j u a n	j u h a n o n	j u h a n	j u h a n o n	j u h a n	j u h a n	j u h a n	j u h a n
g a l i l e a	g a l i l e e	g a l i l e a	g a l i l e a	g a l i l e a	g a l i l a	g a l i l e a	g a l i l e a
n a h u m		n a h u m	n a h u m	n a h u m	n a h u m	n a h u m	n a h u m
c o r e		c o r e	c o r e	c o r e	c o r a r	c o r e	c o r e
n d a p e i p o t a i n o		n d a p e i p o t a i n u s	n d a p e i p o t a i n u s	n d a p e i p o t a i n u s	n a p h e l u s	n d a p e i p o t a i n u s	n d a p e i p o t a i n u s
f e b e	p h o e b e	p h e b e	p h e b e	p h e b e	p h e b e l	p h e b e	p h e b e
