unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
b e t a	p e t e r	p e t e r	p e t e r	p e t e r	e l i a h	p e t e r	p e t e r
g u r r NG a n		g e r n a n	g e r n a n	g e r n a n	c h o n	g e r n a n	g e r n a n
w a t h a l a y a y u n y d j a	a t h a i a h	a t h a l a a s a	a t h a l a i a s h	a t h a l a a s a	a s h i a h	a t h a l a a s a	a t h a l a a s a
w a t j a	j	a s a	a s a	a s a	e l i a h	a s a	a s a
w a y k a n	a c h a n	a c h a n	a c h a n	a c h a n	e l i a h	a c h a n	a c h a n
g i NG n h a		a b e	m e p h a	a b e	c h e n	a b e	a b e
d j a t u t j i	j o s o s h e	t h e s o s h e	j a t u s e	t h e s o s h e	j o d o s h	t h e s o s h e	t h e s o s h e
g i l u p a t j t j a	g i l o b u s	g i l o b a s	g i l o b a s	g i l o b a s	e l	g i l o b a s	g i l o b a s
s a t a n	s a t a n	s a t a n	s a t a n	s a t a n	s a n a n	s a t a n	s a t a n
b u NG g a w a n y d j a		l g o a s	l g o a h	l g o a s	a b a n	l g o a s	l g o a s
g a l a l i	g a l i l	g a l i l	g a l i l	g a l i l	g a l	g a l i l	g a l i l
l o k n h a	l o n	l o c e	l o c e	l o c e	l o n	l o c e	l o c e
b a y l a m g a l a	b a l a k	p i l a m g a l a	p i l a m g a l a	p i l a m g a l a	e l i a m	p i l a m g a l a	p i l a m g a l a
d j u w	j e w	j e w	j e w	j e w	j o s h	j e w	j e w
d j i n ' k i r i y a	j e n c h r e a	c e n c h r e a	c e n c h r e a	c e n c h r e a	a h e n	c e n c h r e a	c e n c h r e a
l i t j i y a n a	e l i s e a	l i s e a	l i s e a	l i s e a	l i s i a b	l i s e a	l i s e a
y i t j u r a l w u n a	s e p h a r	h e z r a l e n a	h e z r a l a	h e z r a l e n a	e l i a h	h e z r a l e n a	h e z r a l e n a
g a r a t j i n g u	g a r a z i n	g a r a z i n	c a r a z i n	g a r a z i n	a g a n	g a r a z i n	g a r a z i n
d a r i y a t j	d a n i u s	d a r i u s	d a r i u s	d a r i u s	a h i a h	d a r i u s	d a r i u s
d j e s u	j e s h u	j e s h u	j e s h u	j e s h u	s h o m a r	j e s h u	j e s h u
y i p u r u	a b r e w	a b r o	a b r o	a b r o	e l i a h	a b r o	a b r o
y a p a l i n i w u y NG u		a p o l e n e s i m o	h o b o e n e t h s e	a p o l e n e s i m o	a b e l i a h	a p o l e n e s i m o	a p o l e n e s i m o
d j a r a w u		j a i r u s	j e r a h	j a i r u s	j o r a h	j a i r u s	j a i r u s
b a m a n ' NG u w u y w u		b a r o n i u s h e	h e b r o n i u s h e	b a r o n i u s h e	a m a n	b a r o n i u s h e	b a r o n i u s h e
