unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
m e t e l e h a m u	b e t h e r e c u m	b e t e r e h u m	b e t e r e h u m	b e t e r e h u m	b e t h a e m	b e t e r e h u m	b e t e r e h u m
m e s o p o t e m i y a	b e s o p o r t e m i a	m a s o p o d e m e a	m e s o p o d e m e a	m a s o p o d e m e a	m e z e s	m a s o p o d e m e a	m a s o p o d e m e a
f i l i k i s i ' a	p h i l i c h e s	p h i l i c i s h	p h i l i c i s h	p h i l i c i s h	p h i l e c	p h i l i c i s h	p h i l i c i s h
i f a l e m u	y p h l e m	e p h l e m	e p h l e m	e p h l e m	e p h a m	e p h l e m	e p h l e m
y e l e m a i y a ' a	j a r e b i a	j a r a b i a	j a r a b i a	j a r a b i a	j e h a b	j a r a b i a	j a r a b i a
g o t i g a n i y e	g o d i a n	g o t e g o n i a	g o t i g a n i a	g o t e g o n i a	g o t h o n	g o t e g o n i a	g o t e g o n i a
k i l i y o p a s i ' a	c r e o p a s	c y r e o p a s	c y r e o p a s	c y r e o p a s	c h i o p	c y r e o p a s	c y r e o p a s
m a n a m a s i ' a	b a r n a b a s	m a n a b a s	m a n a b a s	m a n a b a s	m a n a s	m a n a b a s	m a n a b a s
i l a i s a ' a	e l i s a h	e l i s a h	e l i s a h	e l i s a h	e l a c a s	e l i s a h	e l i s a h
p o s i y a s i	p a u s i u s	p o s i a s	p o s i a s	p o s i a s	p o s i a s	p o s i a s	p o s i a s
y u	j e w	j u	j u	j u	j e w	j u	j u
g a l e s i y a	g a l i c i a	g a l a s i a	g a l a s i a	g a l a s i a	g a l a z	g a l a s i a	g a l a s i a
m o s e s e	m o s e s	m o s e s	m o s e s	m o s e s	m u s h a	m o s e s	m o s e s
p i t a ' a	p e t e r	p e t e r	p e t e r	p e t e r	p e t h a s	p e t e r	p e t e r
e m a l e h a m u	e m a l e c u m	a m a r e h u m	a m a r e h u m	a m a r e h u m	e m a r	a m a r e h u m	a m a r e h u m
a f i n a ' m o g e t a	a p h e n a a d a	a p h e n a m o g e t h	a p h e n a m o g e t h	a p h e n a m o g e t h	c a l e b	a p h e n a m o g e t h	a p h e n a m o g e t h
