unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
f i l i k o	p h i l i c h	p h i l i c h o	p h i l i c o	p h i l i c h o	p h i l e g	p h i l i c h o	p h i l i c h o
i f o l a i m o	e p h r i m	e p h o r i m o n	i p h o r a i m	e p h o r i m o n	e p h r a m e m	e p h o r i m o n	e p h o r i m o n
y a s i	j a s	j a c e	j u s e	j a c e	j o s i a	j a c e	j a c e
b l a n k		b l a n g	b r a n c	b l a n g	a r a h	b l a n g	b l a n g
n a i t a	n a i t h a	n a i d a	n a i d a	n a i d a	n a t h a n	n a i d a	n a i d a
n i y a p o l i	n i a p o l i s	n i a p o l i s	n i a p o l i s	n i a p o l i s	n e a p h r i s	n i a p o l i s	n i a p o l i s
i l a i s a	e l i s a	e l i s a	e l i s a	e l i s a	e r i s a	e l i s a	e l i s a
l i y u	l y w	r h e w	l i j u	r h e w	l i o	r h e w	r h e w
i y o n o	j o n	e o n	e o n	e o n	j e o n	e o n	e o n
k a l o i s i y a	g a l e s i a	g a l i c i a	g a l a s i a	g a l i c i a	c l a l i c u s	g a l i c i a	g a l i c i a
n i n o	n e n	n e n s	n e n	n e n s	n e n a	n e n	n e n
l a m i k o	l a m y c h	l a m i c h o	l a m i c h o	l a m i c h o	l a m a m	l a m i c h o	l a m i c h o
k o l i k o	c l e g	g r e e c e	g r e e c e	g r e e c e	g a c h a	g r e e c e	g r e e c e
f i n i k o	p h i n i c h	p h e n i c o	p h i n i c o	p h e n i c o	p h i m e n	p h e n i c o	p h e n i c o
