unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
p u b l i u s	p u b l i u s	p u b l i u s	p u b l i u s	p u b l i u s	p u b l i u s	p u b l i u s	p u b l i u s
k o l o s e	c o l o s e	c o l o s e	c o l o s e	c o l o s e	c o l e s	c o l o s e	c o l o s e
n a i n	n a i n	n a i n	n a i n	n a i n	n a i n	n a i n	n a i n
e l i u d	e l i u d	e l i u d	e l i u d	e l i u d	e l i u d	e l i u d	e l i u d
k w a r t u s	c v a r t u s	c v a r t u s	c v a r t u s	c v a r t u s	c a r t u s	c v a r t u s	c v a r t u s
y u n u s	j o n u s	j u n u s	j u n u s	j u n u s	j u n u s	j u n u s	j u n u s
g a l a t i a	g a l a t i a	g a l a t t h i a	g a l a t t h i a	g a l a t t h i a	g a l a t i a	g a l a t i a	g a l a t t h i a
n a a m a n	n a a m a n	n a a m a n	n a a m a n	n a a m a n	n a m a n	n a a m a n	n a a m a n
n o s o m b a i	t h i o p i a	n o s o m b a i	n o s o m b a i	n o s o m b a i	n o s h i a	n o s o m b a i	n o s o m b a i
a k a y a	a c h a i a h	a c a j a	a c a j a	a c a j a	a c h a d a	a c a j a	a c a j a
f i l i p i	p h i l i p p i	p h i l i p i	p h i l i p i	p h i l i p i	p h i l p i p i p i p i s i p i s i p i s i p i s i p i s i p i s i p i s	p h i l i p i	p h i l i p i
