unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
n e f t a l i		n e p h t a l y	n e f t a l y	n e p h t a l y	n e s t a l i l	n e p h t a l y	n e p h t a l y
y u d y a	e u d i a	i u d i a	i u d i a	i u d i a	j u d	i u d i a	i u d i a
k a r p u	c h a r p u s	c h a r p u s	c a r p h u s	c h a r p u s	c a r p u g	c h a r p u s	c h a r p u s
f i l i p	p h i l e p h	p h i l e p	p h i l y p t	p h i l e p	p i l e g	p h i l e p	p h i l e p
k a i n	c a i n	c a i n	c a i n	c a i n	c a i n	c a i n	c a i n
d y u d a	j u d a	j u d a	j u d a	j u d a	j u d a	j u d a	j u d a
i t y u p y a	i t i u p i a	y t t i u p h i a	i t i u p h i a	y t t i u p h i a	e t i p i a	y t t i u p h i a	y t t i u p h i a
i m a u s	i m m a u s	i m a e u s	i m a e u s	i m a e u s	e m a u s	i m a e u s	i m a e u s
a b a y u d	a b i u d	a b b a i u d	a b i u d	a b b a i u d	a b b i o d	a b i u d	a b i u d
a b i a t a r	l y a t h a r	a b y a t a r	a b y a t a r	a b y a t a r	a b e a t r a r	a b y a t a r	a b y a t a r
f i l i p	p h i l e p h	p h i l e p	p h i l y p t	p h i l e p	p i l e g	p h i l e p	p h i l e p
s i r y a	s e r i a	s y r i a	s y r i a	s y r i a	s i r i a	s y r i a	s y r i a
a m f i p o l i s	a m p h y p o l i s	a m p h y p o l i s	a m p h y a p o l i s	a m p h y p o l i s	a m p i p o l i s	a m p h y p o l i s	a m p h y p o l i s
m e r i		m a r i a	m a r i a	m a r i a	m e r e m	m a r i a	m a r i a
s a m u	s a m u s	s a m u s	s a m u m	s a m u s	s a m o n	s a m u s	s a m u s
a m i n a d a b	a m i n a d a b	a m e n a d a b	a m e n a d a b	a m e n a d a b	a m e n a b b a	a m e n a d a b	a m e n a d a b
m a a t	m a a t	m a h a t	m a h a t	m a h a t	m a h t a t	m a h a t	m a h a t
m a t a n	m a t t a n	m a t a n	m a t a n	m a t a n	m a t h a n	m a t a n	m a t a n
g a d	g a d	g a d	g a d	g a d	g a d d a	g a d	g a d
b e l s e b u l		b e e l z e b u l	b e e l z e b u l	b e e l z e b u l	b e l u s	b e e l z e b u l	b e e l z e b u l
g o l g o t a	g o l g o t h a	g o l g o t h a	g o l g o t h a	g o l g o t h a	g o g o t	g o l g o t h a	g o l g o t h a
i b i r	i b e r	e v e r	e v e r	e v e r	e b e r	e v e r	e v e r
i n o s	e n o s	e n o s	e n o s	e n o s	e n o s	e n o s	e n o s
s t i f e n		s t e p h e n	s t e p h e n	s t e p h e n	s i s h e n	s t e p h e n	s t e p h e n
f i l i m u n	p h i l e m o n	p h i l e m u n	p h i l e m u n	p h i l e m u n	p i l i m o n	p h i l e m u n	p h i l e m u n
t i m o t i	t i m o t h y	t i m o t h e u s	t i m o t h y	t i m o t h e u s	t i m o t	t i m o t h y	t i m o t h y
b i y o r	b i o r	b e o r	b i o r	b e o r	b e o r	b e o r	b e o r
m i k a e l		m e c h a e l	m e c h a e l	m e c h a e l	m e c a l e l	m e c h a e l	m e c h a e l
f i s t u	p h e s t u s	p h e s t u s	p h e s t u s	p h e s t u s	p i s t u s	p h e s t u s	p h e s t u s
i r a s t u	e r a s t u s	h e r a s t u s	h e r a s t u s	h e r a s t u s	e r a t t u s	h e r a s t u s	h e r a s t u s
d y i s a s	j e s u s	j e s u s	j e s u s	j e s u s	j i s a s	j e s u s	j e s u s
p u b l i y u	p u b l a e w	p u b l i u s	p u b l i u s	p u b l i u s	p b o l i u s	p u b l i u s	p u b l i u s
k o l o s a s	c o l o s a s	c o l o s a s	c o l o s a s	c o l o s a s	c o l o s	c o l o s a s	c o l o s a s
n a h u m	e s l i	n a h u m	n a h u m	n a h u m	n a h u s	n a h u m	n a h u m
i l i s a b e t		e l i s a b e t h	e l i s a b e t h	e l i s a b e t h	e l i s a b e t	e l i s a b e t h	e l i s a b e t h
k w a r t u	c h u a r t u s	c h u a r t u s	c h u a r t u s	c h u a r t u s	c a r a t u s	c h u a r t u s	c h u a r t u s
d y o w e l		j o u e l	j o u e l	j o u e l	j o h e l	j o u e l	j o u e l
g a l i l i	g a l i l a	g a l i l e e	g a l i l e e	g a l i l e e	g a l i l i l	g a l i l e e	g a l i l e e
n e m a n		n e m a n	n e m a n	n e m a n	n e m a n	n e m a n	n e m a n
k i s	c h i s	c e s	q u i s	c e s	c h e s	c e s	c e s
a k a y k u	a c h i c u s	a c h i c u s	a c h i c u s	a c h i c u s	a c i c a h	a c h i c u s	a c h i c u s
f i l i p u s	p h i l e p u s	p h i l i p p u s	p h i l i p p u s	p h i l i p p u s	p i l e g u s	p h i l i p p u s	p h i l i p p u s
