unidecode	sequitur	moses	moses-with-pre	moses-with-post	opennmt2	consensus	weighted
u r b a n o n b a	u s	u r a n o n	u r a n o n	u r a n o n	h u b a n o n	u r a n o n	u r a n o n
u b o n a n o b		u b a n a n a b	u b o n a n u s	u b a n a n a b	u b i u s	u b a n a n a b	u b a n a n a b
m o i s e s		m o s e s	m o s e s	m o s e s	m o s e s	m o s e s	m o s e s
g a d w e i n u k k u r r i	g a d u g g	g a d h i n u m p h r r i	g a d h e n u k k u r i	g a d h i n u m p h r r i	g a d d e n u s	g a d h i n u m p h r r i	g a d h i n u m p h r r i
i s a i a s		i s a i a s	i s a i a s	i s a i a s	i s h e a s	i s a i a s	i s a i a s
j e z a b e l w a n	j e z a b e l	j e z a b e t h a n	j e z a b e l h a n	j e z a b e t h a n	j e h e a b e l	j e z a b e t h a n	j e z a b e t h a n
r e b e c a	r e b e c a	r e b e c h a	r e b e c h a	r e b e c h a	r e b e c h a	r e b e c h a	r e b e c h a
c o s a m	c o s a m	c h o s a m	c h o s a m	c h o s a m	c o s a m	c o s a m	c h o s a m
n i c o p o l i s s r o m a y		n i c o p o l i s s	n i c o p o l i s s r o m a i	n i c o p o l i s s	n i c o l i s	n i c o p o l i s s	n i c o p o l i s s
e m a u s		e m a u s	e m a u s	e m a u s	e m a u s	e m a u s	e m a u s
r u b e n w e i n u k k u r r i		r u b e n e i n u m p h r r i	r u b e n h e n u k k u r i	r u b e n e i n u m p h r r i	r o b l a h u s	r u b e n e i n u m p h r r i	r u b e n e i n u m p h r r i
j o p e	j o p	j o p e	j o p e	j o p e	j o s e p h	j o p e	j o p e
g a l i o n		g a l i o n	g a l i o n	g a l i o n	g a l i u s	g a l i o n	g a l i o n
n e a p o l i s s r o		n e a p o l i s s r a	n a p o l i s s r u s	n e a p o l i s s r a	n e a p o l i s	n e a p o l i s s r a	n e a p o l i s s r a
l e v i		l e v i	l e r i	l e v i	l i b i u s	l e v i	l e v i
a c a y a	g r e e c e	a c h a i a	a c h a i a	a c h a i a	a c a i a	a c h a i a	a c h a i a
p i s i d i a	y s i d i a	p h i s i d i a	p i s i d i a	p h i s i d i a	p i s s i d i a	p i s i d i a	p h i s i d i a
